createTimeISO,Likes,text,uniqueId,videoWebUrl,Sentiment,Sentiment_category,topic_id,topic_name
2024-08-03,0,pls bring rhode sephora greece pls,evakiii12_,https://www.tiktok.com/@rhode/video/7398218317787368735,0.0,Neutral,11,Positive Reviews and Wishes
2024-08-01,400,sold already guys make permanent,nonamestillaname,https://www.tiktok.com/@rhode/video/7398218065583885599,0.0,Neutral,1,Orders Inquiry or Customer Serivce
2024-08-01,133,please make blush permanent beautiful shade blush ever,miaardgs,https://www.tiktok.com/@rhode/video/7398218065583885599,0.85,Strongly Positive,13,Positive Reviews and Shade Inquiries
2024-08-01,62,please make jellybean permanent,wasntfunnydidnotlaugh,https://www.tiktok.com/@rhode/video/7398218065583885599,0.0,Neutral,12,Requests to bring back Lip Tints
2024-08-01,28,please restock,claudiiip,https://www.tiktok.com/@rhode/video/7398218065583885599,0.0,Neutral,12,Requests to bring back Lip Tints
2024-08-01,14,hope restocks,rayofsunshinekatt,https://www.tiktok.com/@rhode/video/7398218065583885599,0.0,Neutral,10,Product Requests and Online Availability
2024-08-01,4,many ppl would buy pls make available,aylaa.soltani,https://www.tiktok.com/@rhode/video/7398218065583885599,0.45,Positive,11,Positive Reviews and Wishes
2024-08-01,7,please bring back jelly bean strawberry glaze make pearly baby pink blush please thank,cakeboppa,https://www.tiktok.com/@rhode/video/7398218065583885599,-0.05,Neutral,12,Requests to bring back Lip Tints
2024-08-01,40,yes yes ordered two,sonakaz,https://www.tiktok.com/@rhode/video/7398218065583885599,0.0,Neutral,2,iPhone Case Requests
2024-08-01,20,sold around minutes bc thats attempted buy showing sold outhoping give us another chance,claudiapaige247,https://www.tiktok.com/@rhode/video/7398218065583885599,0.0,Neutral,1,Orders Inquiry or Customer Serivce
2024-08-01,5,excited able order sprinkle today thank,na.taty,https://www.tiktok.com/@rhode/video/7398218065583885599,0.4375,Positive,1,Orders Inquiry or Customer Serivce
2024-08-01,3,save money save money save money,beatriicae,https://www.tiktok.com/@rhode/video/7398218065583885599,0.0,Neutral,14,Requests for Products
2024-08-01,15,boyfriend got one excited,2litfairy,https://www.tiktok.com/@rhode/video/7398218065583885599,0.375,Positive,5,Excitement for New Products
2024-08-01,3,pls restock,yesicapina,https://www.tiktok.com/@rhode/video/7398218065583885599,0.0,Neutral,11,Positive Reviews and Wishes
2024-08-02,3,restock begging,alexislkup,https://www.tiktok.com/@rhode/video/7398218065583885599,0.0,Neutral,12,Requests to bring back Lip Tints
2024-08-01,6,gotten,mzzkari,https://www.tiktok.com/@rhode/video/7398218065583885599,0.0,Neutral,1,Orders Inquiry or Customer Serivce
2024-08-01,4,excited able order sprinkle looks like perfect shade,julesintheskyy,https://www.tiktok.com/@rhode/video/7398218065583885599,0.625,Strongly Positive,7,Positive Sentiment & Product Appreciation
2024-08-02,1,bring rhode stores,semaarix3,https://www.tiktok.com/@rhode/video/7398218065583885599,0.0,Neutral,12,Requests to bring back Lip Tints
2024-08-01,0,want rhode bad,preppyskincarelizzy233,https://www.tiktok.com/@rhode/video/7398218065583885599,-0.6999999999999998,Strongly Negative,10,Product Requests and Online Availability
2024-08-01,3,sad missed please make permanent buy,bellaaastewart,https://www.tiktok.com/@rhode/video/7398218065583885599,-0.5,Negative,2,iPhone Case Requests
2024-08-02,2,got mine today already shipped wait,nollie813,https://www.tiktok.com/@rhode/video/7398218065583885599,0.0,Neutral,1,Orders Inquiry or Customer Serivce
2024-08-01,1,obsessed,soniaaapolackova,https://www.tiktok.com/@rhode/video/7398218065583885599,-0.5,Negative,10,Product Requests and Online Availability
2024-08-01,2,secured bag,kaitlyn.elston7,https://www.tiktok.com/@rhode/video/7398218065583885599,0.0,Neutral,11,Positive Reviews and Wishes
2024-08-01,1,happy got,idk.ky,https://www.tiktok.com/@rhode/video/7398218065583885599,0.8,Strongly Positive,1,Orders Inquiry or Customer Serivce
2024-08-01,2,got mine excited got two,crystalc.bay,https://www.tiktok.com/@rhode/video/7398218065583885599,0.375,Positive,1,Orders Inquiry or Customer Serivce
2024-08-01,2,even name cute,yodeebs,https://www.tiktok.com/@rhode/video/7398218065583885599,0.5,Strongly Positive,13,Positive Reviews and Shade Inquiries
2024-08-01,0,love rhode,lovelivelaugh266,https://www.tiktok.com/@rhode/video/7398218065583885599,0.5,Strongly Positive,9,Need for Rhode Products and Brand Love
2024-08-01,0,yay happy able get,thereandbackagn,https://www.tiktok.com/@rhode/video/7398218065583885599,0.65,Strongly Positive,7,Positive Sentiment & Product Appreciation
2024-08-01,145,happy able snag website,bellaheree1,https://www.tiktok.com/@rhode/video/7398207245034523935,0.65,Strongly Positive,10,Product Requests and Online Availability
2024-08-01,85,right went checkout sold old bc bet people reselling,kenabananaaa,https://www.tiktok.com/@rhode/video/7398207245034523935,0.1928571428571428,Positive,12,Requests to bring back Lip Tints
2024-08-01,47,need jelly bean,_pauli30,https://www.tiktok.com/@rhode/video/7398207245034523935,0.0,Neutral,12,Requests to bring back Lip Tints
2024-08-01,45,sould congrats rhode,debbyflandess,https://www.tiktok.com/@rhode/video/7398207245034523935,0.0,Neutral,6,Hailey Bieber & Rhode
2024-08-01,40,guys ever want something set alarm exactly minute usually like minute window itll deff unless something makes,ghoulishgourl,https://www.tiktok.com/@rhode/video/7398207245034523935,0.0,Neutral,14,Requests for Products
2024-08-01,14,able secure one set alarm everything,jenniferevangelina,https://www.tiktok.com/@rhode/video/7398207245034523935,0.45,Positive,2,iPhone Case Requests
2024-08-02,1,gorgeous,kelligerardi,https://www.tiktok.com/@rhode/video/7398207245034523935,0.7,Strongly Positive,13,Positive Reviews and Shade Inquiries
2024-08-02,1,whats liner,laurennannn,https://www.tiktok.com/@rhode/video/7398207245034523935,0.0,Neutral,4,Product Interest and Orders
2024-08-01,21,plz restock put limit,ccuffedjeans,https://www.tiktok.com/@rhode/video/7398207245034523935,0.0,Neutral,12,Requests to bring back Lip Tints
2024-08-01,5,birkin,ufoghfosojqbw,https://www.tiktok.com/@rhode/video/7398207245034523935,0.0,Neutral,0,Product Love and Requests
2024-08-02,1,please restock work thanks bestie,hellofals,https://www.tiktok.com/@rhode/video/7398207245034523935,0.2,Positive,12,Requests to bring back Lip Tints
2024-08-02,1,love,glow_with_vee,https://www.tiktok.com/@rhode/video/7398207245034523935,0.5,Strongly Positive,9,Need for Rhode Products and Brand Love
2024-08-02,3,sprinkle needs permanent shade,rachel.blancarte,https://www.tiktok.com/@rhode/video/7398207245034523935,0.0,Neutral,13,Positive Reviews and Shade Inquiries
2024-08-01,4,happy got one sold,theetaylorsimone,https://www.tiktok.com/@rhode/video/7398207245034523935,0.8,Strongly Positive,1,Orders Inquiry or Customer Serivce
2024-08-02,1,got sprinkle blush,cinthiayadira,https://www.tiktok.com/@rhode/video/7398207245034523935,0.0,Neutral,13,Positive Reviews and Shade Inquiries
2024-08-01,11,yes bought sprinkle,cashmoney2900,https://www.tiktok.com/@rhode/video/7398207245034523935,0.0,Neutral,10,Product Requests and Online Availability
2024-08-01,5,secured,niquee_ramirez,https://www.tiktok.com/@rhode/video/7398207245034523935,0.0,Neutral,5,Excitement for New Products
2024-08-02,0,release rhode lip liner also pls,ronahtravels,https://www.tiktok.com/@rhode/video/7398207245034523935,0.0,Neutral,5,Excitement for New Products
2024-08-01,0,live laugh love rhode,strawvirisita,https://www.tiktok.com/@rhode/video/7398207245034523935,0.3121212121212121,Positive,4,Product Interest and Orders
2024-08-02,1,fighting life getting one happy,usermz077,https://www.tiktok.com/@rhode/video/7398207245034523935,0.8,Strongly Positive,7,Positive Sentiment & Product Appreciation
2024-08-01,1,sold fast,nycnicole,https://www.tiktok.com/@rhode/video/7398207245034523935,0.2,Positive,1,Orders Inquiry or Customer Serivce
2024-08-01,1,need ready check sold need complete rhode collection rhode skin,la.bxarbie,https://www.tiktok.com/@rhode/video/7398207245034523935,0.15,Positive,9,Need for Rhode Products and Brand Love
2024-08-01,3,going pair sprinkle jelly bean lip tint,crystalc.bay,https://www.tiktok.com/@rhode/video/7398207245034523935,0.0,Neutral,5,Excitement for New Products
2024-08-01,1,rhode skin brush recommendations pair blu,ryansophiesmith,https://www.tiktok.com/@rhode/video/7398207245034523935,0.0,Neutral,0,Product Love and Requests
2024-08-01,1,happy,gleamhangers,https://www.tiktok.com/@rhode/video/7398207245034523935,0.8,Strongly Positive,7,Positive Sentiment & Product Appreciation
2024-08-01,1,beautiful girlie,kristinaabeee,https://www.tiktok.com/@rhode/video/7398207245034523935,0.85,Strongly Positive,11,Positive Reviews and Wishes
2024-08-01,3,lip liner gorgeous around,christinahfiedler,https://www.tiktok.com/@rhode/video/7398207245034523935,0.7,Strongly Positive,4,Product Interest and Orders
2024-08-01,3,cute,user3618012093324,https://www.tiktok.com/@rhode/video/7398207245034523935,0.5,Strongly Positive,13,Positive Reviews and Shade Inquiries
2024-08-01,1,would cute customizable insta filter,hcombs,https://www.tiktok.com/@rhode/video/7398207245034523935,0.5,Strongly Positive,8,Product Experiences & Review
2024-08-01,1,early,my_name_is_anton1,https://www.tiktok.com/@rhode/video/7398218317787368735,0.1,Positive,0,Product Love and Requests
2024-08-01,0,excited receive mine,pooperscooper280,https://www.tiktok.com/@rhode/video/7398218317787368735,0.375,Positive,1,Orders Inquiry or Customer Serivce
2024-08-01,0,need,mia.ria7,https://www.tiktok.com/@rhode/video/7398218317787368735,0.0,Neutral,9,Need for Rhode Products and Brand Love
2024-08-02,0,ship australia,ad.tuason,https://www.tiktok.com/@rhode/video/7398218317787368735,0.0,Neutral,12,Requests to bring back Lip Tints
2024-08-02,1,bring backk,emeraldsimply,https://www.tiktok.com/@rhode/video/7398218317787368735,0.0,Neutral,12,Requests to bring back Lip Tints
2024-08-01,0,nedd,jengiron07,https://www.tiktok.com/@rhode/video/7398218317787368735,0.0,Neutral,0,Product Love and Requests
2024-08-02,0,day asking ship australia,giselleelhassan,https://www.tiktok.com/@rhode/video/7398218317787368735,0.0,Neutral,12,Requests to bring back Lip Tints
2024-08-02,0,please restock missed,tanyaaam,https://www.tiktok.com/@rhode/video/7398218317787368735,0.0,Neutral,3,"Packaging, Restock, and Timing"
2024-08-03,0,love guys show swatches specific model representation,aachnge,https://www.tiktok.com/@rhode/video/7398218317787368735,0.25,Positive,11,Positive Reviews and Wishes
2024-08-01,1,mad missed,fashion_heard,https://www.tiktok.com/@rhode/video/7398218317787368735,-0.625,Strongly Negative,3,"Packaging, Restock, and Timing"
2024-08-02,1,petition iphone plus cases,personalitynumberone,https://www.tiktok.com/@rhode/video/7398218317787368735,0.0,Neutral,2,iPhone Case Requests
2024-08-01,1,got mine,elizabethayalaaaa,https://www.tiktok.com/@rhode/video/7398218317787368735,0.0,Neutral,1,Orders Inquiry or Customer Serivce
2024-08-03,1,restock plz,madisonunger02,https://www.tiktok.com/@rhode/video/7398218317787368735,0.0,Neutral,12,Requests to bring back Lip Tints
2024-08-02,1,wait sparkle,stephmirandaaa,https://www.tiktok.com/@rhode/video/7398218317787368735,0.0,Neutral,3,"Packaging, Restock, and Timing"
2024-08-02,0,bring back pls sold quickk,whoslinnyy,https://www.tiktok.com/@rhode/video/7398218317787368735,0.0,Neutral,12,Requests to bring back Lip Tints
2024-08-02,0,day asking phone case compatibile iphone,maxmara058,https://www.tiktok.com/@rhode/video/7398218317787368735,0.0,Neutral,2,iPhone Case Requests
2024-08-04,0,pls bring back,_zkhanxo,https://www.tiktok.com/@rhode/video/7398218317787368735,0.0,Neutral,12,Requests to bring back Lip Tints
2024-08-01,2,rhode,cinn4mon_giirl,https://www.tiktok.com/@rhode/video/7398218317787368735,0.0,Neutral,6,Hailey Bieber & Rhode
2024-08-02,1,dang got spicy marg,shxyaanne,https://www.tiktok.com/@rhode/video/7398218065583885599,0.0,Neutral,13,Positive Reviews and Shade Inquiries
2024-08-02,1,please restock thr mauve duo,erinerinerineriner,https://www.tiktok.com/@rhode/video/7398218065583885599,0.0,Neutral,12,Requests to bring back Lip Tints
2024-08-01,15,petition make sprinkle permanent,brooke.dee,https://www.tiktok.com/@rhode/video/7398218065583885599,0.0,Neutral,2,iPhone Case Requests
2024-08-02,1,wait mine,janieee31,https://www.tiktok.com/@rhode/video/7398218065583885599,0.0,Neutral,3,"Packaging, Restock, and Timing"
2024-08-02,1,bring back bring back please,cl444ire,https://www.tiktok.com/@rhode/video/7398218065583885599,0.0,Neutral,12,Requests to bring back Lip Tints
2024-08-02,1,woke already sold,_bihhhhh,https://www.tiktok.com/@rhode/video/7398218065583885599,0.0,Neutral,1,Orders Inquiry or Customer Serivce
2024-08-02,1,got mine hehe,taylorhartmann_hair,https://www.tiktok.com/@rhode/video/7398218065583885599,0.0,Neutral,1,Orders Inquiry or Customer Serivce
2024-08-02,1,literally bought middle orthoist appointment needed get went stock,inessaakin,https://www.tiktok.com/@rhode/video/7398218065583885599,0.0,Neutral,8,Product Experiences & Review
2024-08-01,1,got one,barbara_castillo19,https://www.tiktok.com/@rhode/video/7398218065583885599,0.0,Neutral,7,Positive Sentiment & Product Appreciation
2024-08-01,304,rhode need jellybean,brookie_2011,https://www.tiktok.com/@rhode/video/7397947439979810078,0.0,Neutral,9,Need for Rhode Products and Brand Love
2024-07-31,976,jelly bean lip tint last year would match spinkle perfectly duo saying,cassie.hhh,https://www.tiktok.com/@rhode/video/7397947439979810078,0.5,Strongly Positive,8,Product Experiences & Review
2024-07-31,407,please restock jelly bean,sofiarosvi,https://www.tiktok.com/@rhode/video/7397947439979810078,0.0,Neutral,12,Requests to bring back Lip Tints
2024-08-01,53,rhode need jelly bean back,kenzief60,https://www.tiktok.com/@rhode/video/7397947439979810078,0.0,Neutral,12,Requests to bring back Lip Tints
2024-08-01,63,jellybean strawberry glaze,peymski,https://www.tiktok.com/@rhode/video/7397947439979810078,0.0,Neutral,12,Requests to bring back Lip Tints
2024-08-01,4,rhode money,xoxochloe_08,https://www.tiktok.com/@rhode/video/7397947439979810078,0.0,Neutral,6,Hailey Bieber & Rhode
2024-08-01,83,jellybeans turn,baby.dolliee,https://www.tiktok.com/@rhode/video/7397947439979810078,0.0,Neutral,1,Orders Inquiry or Customer Serivce
2024-08-01,17,want jellybean back,itsleora24,https://www.tiktok.com/@rhode/video/7397947439979810078,0.0,Neutral,12,Requests to bring back Lip Tints
2024-08-01,27,bringing back jellybean would criminal point,electripinkcowgirl,https://www.tiktok.com/@rhode/video/7397947439979810078,-0.2,Negative,12,Requests to bring back Lip Tints
2024-08-01,65,love rhode marketing,yodeebs,https://www.tiktok.com/@rhode/video/7397947439979810078,0.5,Strongly Positive,9,Need for Rhode Products and Brand Love
2024-08-01,1,bookie better hop thiss kalyn terrell,skyelercamille1,https://www.tiktok.com/@rhode/video/7397947439979810078,0.5,Strongly Positive,13,Positive Reviews and Shade Inquiries
2024-08-01,45,jellybean plz,victoria20247,https://www.tiktok.com/@rhode/video/7397947439979810078,0.0,Neutral,12,Requests to bring back Lip Tints
2024-08-01,31,jellybean please,reemas_s3,https://www.tiktok.com/@rhode/video/7397947439979810078,0.0,Neutral,12,Requests to bring back Lip Tints
2024-08-01,25,bring back jellybean plz,banana_albooty,https://www.tiktok.com/@rhode/video/7397947439979810078,0.0,Neutral,12,Requests to bring back Lip Tints
2024-08-01,8,jellybean pls,sho13ppl,https://www.tiktok.com/@rhode/video/7397947439979810078,0.0,Neutral,12,Requests to bring back Lip Tints
2024-08-01,114,restock jellybean,jyliannaperez,https://www.tiktok.com/@rhode/video/7397947439979810078,0.0,Neutral,12,Requests to bring back Lip Tints
2024-08-01,25,crying thought comeback jellybean,royasoartsy,https://www.tiktok.com/@rhode/video/7397947439979810078,-0.2,Negative,9,Need for Rhode Products and Brand Love
2024-08-01,37,jelly bean strawberry peptide next rhode skin,mindurbusinessz,https://www.tiktok.com/@rhode/video/7397947439979810078,0.0,Neutral,6,Hailey Bieber & Rhode
2024-08-01,62,bring jelly bean back,andreareneel,https://www.tiktok.com/@rhode/video/7397947439979810078,0.0,Neutral,12,Requests to bring back Lip Tints
2024-08-01,17,please restock jellybean,taysirfarah,https://www.tiktok.com/@rhode/video/7397947439979810078,0.0,Neutral,12,Requests to bring back Lip Tints
2024-08-01,6,need jellybean please,tsworldenjoy,https://www.tiktok.com/@rhode/video/7397947439979810078,0.0,Neutral,12,Requests to bring back Lip Tints
2024-08-01,9,jellybean,pattysanch3z,https://www.tiktok.com/@rhode/video/7397947439979810078,0.0,Neutral,12,Requests to bring back Lip Tints
2024-08-01,18,jelly bean pls thanks,dyllanlchukes,https://www.tiktok.com/@rhode/video/7397947439979810078,0.2,Positive,12,Requests to bring back Lip Tints
2024-08-01,3,rhode beg please bring back jelly bean ill buy eighty,sarina102811,https://www.tiktok.com/@rhode/video/7397947439979810078,-0.25,Negative,12,Requests to bring back Lip Tints
2024-08-01,5,restock jelly bean,bhadbhhabbiiie,https://www.tiktok.com/@rhode/video/7397947439979810078,0.0,Neutral,12,Requests to bring back Lip Tints
2024-07-31,33,part marketing team,thilicia.singh,https://www.tiktok.com/@rhode/video/7397947439979810078,0.0,Neutral,13,Positive Reviews and Shade Inquiries
2024-08-02,114,please limited edition color thing ive wanted rhode,rchahal777,https://www.tiktok.com/@rhode/video/7398205326908001566,-0.0714285714285714,Neutral,12,Requests to bring back Lip Tints
2024-08-01,343,ive waiting sold,van.veronica,https://www.tiktok.com/@rhode/video/7398205326908001566,0.0,Neutral,1,Orders Inquiry or Customer Serivce
2024-08-01,268,already sold min,monikacordovaa,https://www.tiktok.com/@rhode/video/7398205326908001566,0.0,Neutral,1,Orders Inquiry or Customer Serivce
2024-08-01,14,pls restock make permanent,haniya_ahsan,https://www.tiktok.com/@rhode/video/7398205326908001566,0.0,Neutral,11,Positive Reviews and Wishes
2024-08-01,145,idk got,yagirlfanfan,https://www.tiktok.com/@rhode/video/7398205326908001566,0.0,Neutral,1,Orders Inquiry or Customer Serivce
2024-08-01,15,sold already,colorsoflifewithfakiha,https://www.tiktok.com/@rhode/video/7398205326908001566,0.0,Neutral,1,Orders Inquiry or Customer Serivce
2024-08-01,58,pls restock need like limited edition forever,joyilvu,https://www.tiktok.com/@rhode/video/7398205326908001566,-0.0714285714285714,Neutral,12,Requests to bring back Lip Tints
2024-08-01,21,please need permanently,miaardgs,https://www.tiktok.com/@rhode/video/7398205326908001566,0.0,Neutral,14,Requests for Products
2024-08-01,38,going consider restocking,emeraldsimply,https://www.tiktok.com/@rhode/video/7398205326908001566,0.0,Neutral,13,Positive Reviews and Shade Inquiries
2024-08-01,15,sold please put,michaela_griffiths,https://www.tiktok.com/@rhode/video/7398205326908001566,0.0,Neutral,10,Product Requests and Online Availability
2024-08-01,10,sold less minutes,entowmbed,https://www.tiktok.com/@rhode/video/7398205326908001566,-0.1666666666666666,Negative,1,Orders Inquiry or Customer Serivce
2024-08-01,20,coins taken,allypazz,https://www.tiktok.com/@rhode/video/7398205326908001566,0.0,Neutral,7,Positive Sentiment & Product Appreciation
2024-08-01,19,ridiculous best selling yet still decide make limited edition,karlapmorales_,https://www.tiktok.com/@rhode/video/7398205326908001566,0.1984126984126984,Positive,11,Positive Reviews and Wishes
2024-08-01,3,gon na cry missed,crochetandmatcha,https://www.tiktok.com/@rhode/video/7398205326908001566,0.0,Neutral,3,"Packaging, Restock, and Timing"
2024-08-01,3,sad late,larissa.martinez1,https://www.tiktok.com/@rhode/video/7398205326908001566,-0.4,Negative,5,Excitement for New Products
2024-08-01,6,idk whether buy,aerielduran,https://www.tiktok.com/@rhode/video/7398205326908001566,0.0,Neutral,4,Product Interest and Orders
2024-08-01,6,realized minutes past got email panicked thinking would sold managed get one,13jennygarcia,https://www.tiktok.com/@rhode/video/7398205326908001566,-0.25,Negative,12,Requests to bring back Lip Tints
2024-08-01,2,fact waiting blush shade moment check cart minutes later receive email order cancelled ridiculous ive huge fan rhode,rubijahawa,https://www.tiktok.com/@rhode/video/7398205326908001566,0.0222222222222222,Neutral,1,Orders Inquiry or Customer Serivce
2024-08-01,4,missed,912archive,https://www.tiktok.com/@rhode/video/7398205326908001566,0.0,Neutral,3,"Packaging, Restock, and Timing"
2024-08-01,2,even hungover managed get idea,biancadbeltran,https://www.tiktok.com/@rhode/video/7398205326908001566,0.0,Neutral,8,Product Experiences & Review
2024-08-01,2,please bring back,rose_zaz,https://www.tiktok.com/@rhode/video/7398205326908001566,0.0,Neutral,12,Requests to bring back Lip Tints
2024-08-01,2,make permanent please,gerystoyanova,https://www.tiktok.com/@rhode/video/7398205326908001566,0.0,Neutral,14,Requests for Products
2024-08-01,2,hailey theyre sold,oreosoggy,https://www.tiktok.com/@rhode/video/7398205326908001566,0.0,Neutral,6,Hailey Bieber & Rhode
2024-08-01,3,sound literally bc sold could check,cindy_liz,https://www.tiktok.com/@rhode/video/7398205326908001566,0.4,Positive,1,Orders Inquiry or Customer Serivce
2024-08-01,3,got excited,heavenmoonm,https://www.tiktok.com/@rhode/video/7398205326908001566,0.375,Positive,5,Excitement for New Products
2024-08-01,1,noo thats fair wasnt able get one,diiiannnnaaaa1,https://www.tiktok.com/@rhode/video/7398207245034523935,0.6,Strongly Positive,11,Positive Reviews and Wishes
2024-07-31,183,restock salty tan,euceren,https://www.tiktok.com/@rhode/video/7397666982872517919,0.0,Neutral,13,Positive Reviews and Shade Inquiries
2024-07-31,13,please restock salty tan,lysssaa_16,https://www.tiktok.com/@rhode/video/7397666982872517919,0.0,Neutral,12,Requests to bring back Lip Tints
2024-07-31,64,salty tan toast wishlist,totallynotmel5,https://www.tiktok.com/@rhode/video/7397666982872517919,0.0,Neutral,13,Positive Reviews and Shade Inquiries
2024-08-03,11,please ship country,its.not.laya1,https://www.tiktok.com/@rhode/video/7397666982872517919,0.0,Neutral,12,Requests to bring back Lip Tints
2024-07-31,7,ad salty tan website plz,_raip,https://www.tiktok.com/@rhode/video/7397666982872517919,0.0,Neutral,13,Positive Reviews and Shade Inquiries
2024-08-01,1,restock watermelon lip treatment begging,syd_thekidd7,https://www.tiktok.com/@rhode/video/7397666982872517919,0.0,Neutral,14,Requests for Products
2024-08-02,1,raspberry jelly goated,gabrielaxgissel,https://www.tiktok.com/@rhode/video/7397666982872517919,0.0,Neutral,5,Excitement for New Products
2024-08-01,1,pls make scented,lexi.popkin,https://www.tiktok.com/@rhode/video/7397666982872517919,0.0,Neutral,11,Positive Reviews and Wishes
2024-07-31,3,hailey bieber hailey love much love lip glosses theres good,grace.martinez96,https://www.tiktok.com/@rhode/video/7397666982872517919,0.5666666666666667,Strongly Positive,6,Hailey Bieber & Rhode
2024-08-01,2,peach pit ribbon,lord_bentley_corbark,https://www.tiktok.com/@rhode/video/7397666982872517919,0.0,Neutral,9,Need for Rhode Products and Brand Love
2024-07-31,8,want one,julianamorn,https://www.tiktok.com/@rhode/video/7397666982872517919,0.0,Neutral,7,Positive Sentiment & Product Appreciation
2024-07-31,2,got salty tan sleepy girl blush love want espresso ribbon,rituuu19,https://www.tiktok.com/@rhode/video/7397666982872517919,0.5,Strongly Positive,13,Positive Reviews and Shade Inquiries
2024-08-03,1,please ship australia,maitilda,https://www.tiktok.com/@rhode/video/7397666982872517919,0.0,Neutral,12,Requests to bring back Lip Tints
2024-07-31,2,need sephora,whotfiszeta,https://www.tiktok.com/@rhode/video/7397666982872517919,0.0,Neutral,9,Need for Rhode Products and Brand Love
2024-08-03,1,restock salty tan please,4linj_,https://www.tiktok.com/@rhode/video/7397666982872517919,0.0,Neutral,12,Requests to bring back Lip Tints
2024-07-31,2,aesthetic need one,vivacunningham3,https://www.tiktok.com/@rhode/video/7397666982872517919,0.0,Neutral,7,Positive Sentiment & Product Appreciation
2024-07-31,1,finally getting one ribbon birthday wait,xtallulahsecretacc1,https://www.tiktok.com/@rhode/video/7397666982872517919,0.0,Neutral,7,Positive Sentiment & Product Appreciation
